vor_id,ident,region,lonx,laty
2078,SPA,K7,-81.92701111,35.033625
2079,SQS,K7,-90.27735,33.46385
2080,SRQ,K7,-82.56365,27.40701111
2081,SSC,K7,-80.46624444,33.97785556
2082,SSI,K7,-81.44596667,31.05051944
2083,SUG,K7,-82.26861389,35.40650556
2084,SVN,K7,-81.14086389,32.01194167
2085,SYI,K7,-86.43915278,35.56197778
2086,SZW,K7,-84.37394444,30.55622778
2087,TAY,K7,-82.55290278,30.50463889
2088,TDG,K7,-86.04268611,33.57515278
2089,TGE,K7,-85.66931944,32.48486944
2090,TRV,K7,-80.489725,27.678425
2091,TYI,K7,-77.70373056,35.97672222
2092,VAD,K7,-83.19345,30.96008333
2093,VAN,K7,-80.44864167,33.47483056
2094,VKZ,K7,-80.15444167,25.7519
2095,VNA,K7,-83.49725556,32.21344167
2096,VQQ,K7,-81.89089722,30.21299444
2097,VUZ,K7,-86.89983611,33.67013333
2098,VXV,K7,-83.89472778,35.90483889
2099,TRN,LA,19.71819444,41.41613889
2100,BGS,LB,27.53797222,42.58716667
2101,BLO,LB,23.81388889,42.66722222
2102,EMO,LB,27.75861111,42.75305556
2103,GOL,LB,24.22055556,43.095
2104,GRN,LB,25.71194444,43.15305556
2105,KAL,LB,22.875,42.94916667
2106,PDV,LB,24.87630556,42.05341667
2107,ROZ,LB,24.73833333,41.6975
2108,SOF,LB,23.38938889,42.69811111
2109,VIT,LB,23.29,42.56527778
2110,VRB,LB,26.6675,42.92583333
2111,WRN,LB,27.81716667,43.23102778
2112,AKR,LC,32.96280556,34.57938889
2113,ECN,LC,33.49138889,35.15666667
2114,GKE,LC,33.79858333,35.23527778
2115,LCA,LC,33.62558056,34.87286111
2116,PHA,LC,32.50583333,34.71177778
2117,BRC,LD,16.62245278,43.28248056
2118,DBK,LD,18.27743333,42.55383889
2119,JAP,LD,15.60818056,45.74449444
2120,KLS,LD,18.79226667,45.46618333
2121,LSJ,LD,14.49101667,44.51589722
2122,LUK,LD,15.99247222,45.69054444
2123,PUL,LD,13.91811944,44.89236667
2124,RJK,LD,14.56696111,45.22412222
2125,SPL,LD,16.30472222,43.49658056
2126,VBA,LD,17.14674722,45.7478
2127,ZAG,LD,16.30669722,45.89555833
2128,ZDA,LD,15.36422778,44.09532222
2129,AGP,LE,-4.48733333,36.68433333
2130,ALT,LE,-0.57011111,38.26827778
2131,AMR,LE,-2.25941667,36.83316667
2132,AOG,LE,-6.34905556,36.64786111
2133,ATE,LE,-0.58666667,38.28613889
2134,BAN,LE,-2.62977778,41.32355556
2135,BBI,LE,-5.45683333,41.01669444
2136,BCN,LE,2.10780556,41.30711111
2137,BGR,LE,3.20886111,41.94769444
2138,BLN,LE,-3.625,38.15252778
2139,BLV,LE,-2.93588889,43.30438889
2140,BRA,LE,-3.55752778,40.46913889
2141,BUR,LE,-3.61358333,42.35497222
2142,CCS,LE,-6.43472222,39.5245
2143,CDB,LE,-4.84497222,37.84591667
2144,CDP,LE,3.43436111,39.69769444
2145,CJN,LE,-2.54461111,40.37197222
2146,CLE,LE,2.63466667,41.64002778
2147,CLS,LE,-0.98633333,39.70716667
2148,CMA,LE,-1.29805556,40.86730556
2149,CNR,LE,-3.73583333,40.64597222
2150,CTN,LE,0.08919444,40.21880556
2151,DGO,LE,-2.88069444,42.45330556
2152,EON,LE,-5.64613889,42.59377778
2153,GDA,LE,-3.99091667,37.18316667
2154,GIR,LE,2.77186111,41.93125
2155,HIG,LE,-1.79577778,43.38627778
2156,HIJ,LE,-5.09969444,38.50813889
2157,HUE,LE,-0.31880556,42.07336111
2158,IBA,LE,1.36591667,38.86833333
2159,JOA,LE,2.74663889,39.56466667
2160,JRZ,LE,-6.02652778,36.81519444
2161,LLE,LE,0.52738889,41.72977778
2162,LPA,LE,-2.32691667,42.46052778
2163,LRA,LE,-8.30683333,43.39616667
2164,MAR,LE,-4.93988889,37.05530556
2165,MGA,LE,-4.36958333,36.81430556
2166,MHN,LE,4.21630556,39.86361111
2167,MJV,LE,2.75830556,39.43519444
2168,MLA,LE,0.16525,41.12958333
2169,MLG,LE,-4.50663889,36.67875
2170,MRN,LE,-5.61888889,37.17505556
2171,NEA,LE,-4.10913889,42.02761111
2172,NUB,LE,-4.85091667,41.70533333
2173,NVS,LE,-4.24941667,40.36866667
2174,PAP,LE,-1.66077778,42.68838889
2175,PDT,LE,-3.34802778,40.25291667
2176,POS,LE,3.11458333,39.92744444
2177,PPN,LE,-1.702,42.73375
2178,PRA,LE,2.08186111,41.28311111
2179,RBO,LE,-3.24663889,40.85386111
2180,RES,LE,1.17111111,41.14969444
2181,SIE,LE,-3.60466667,41.15169444
2182,SLL,LE,2.10975,41.51986111
2183,SNR,LE,-3.90241667,43.44977778
2184,SSJ,LE,2.73325,39.55969444
2185,SSN,LE,-1.83038889,43.31119444
2186,SSY,LE,-3.57519444,40.54641667
2187,STG,LE,-8.42538889,42.92686111
2188,SVL,LE,-5.76222222,37.42758333
2189,TAB,LE,-1.86344444,38.94572222
2190,TBC,LE,-6.81866667,38.89161111
2191,TBR,LE,-1.47575,42.19688889
2192,TGR,LE,-3.63380556,37.13252778
2193,TJZ,LE,-3.4455,40.49888889
2194,TLD,LE,-4.33747222,39.96944444
2195,TRL,LE,-1.23005556,37.95030556
2196,TSC,LE,-5.50247222,40.95522222
2197,VAB,LE,-1.85930556,38.94711111
2198,VBZ,LE,-6.81577778,38.88986111
2199,VES,LE,-6.00708333,43.55705556
2200,VFD,LE,-2.72436111,42.88063889
2201,VGE,LE,-3.72616667,40.28983333
2202,VGO,LE,-8.60163889,42.32130556
2203,VJF,LE,-5.9755,36.23933333
2204,VLA,LE,1.54769444,41.34263889
2205,VLC,LE,-0.48305556,39.48563889
2206,VRA,LE,-2.86558333,42.73188889
2207,VSJ,LE,-0.81275,37.77975
2208,VTB,LE,-3.46402778,39.78075
2209,VTZ,LE,-3.47202778,40.47561111
2210,YES,LE,-2.35277778,38.36077778
2211,ZAR,LE,-1.03086111,41.65788889
2212,ZMR,LE,-5.63969444,41.53019444
2213,ABB,LF,1.85469444,50.13513889
2214,ADC,LF,5.80516667,43.246
2215,AGN,LF,0.87286111,43.88802778
2216,AJO,LF,8.77466667,41.77052778
2217,AMB,LF,1.06444444,47.42891667
2218,ANG,LF,-0.85183333,47.53686111
2219,ARE,LF,-3.60247222,48.33263889
2220,AVD,LF,2.62986111,47.05808333
2221,AVN,LF,4.74638889,43.99536111
2222,AZR,LF,7.22441667,43.65972222
2223,BCY,LF,1.75555556,47.98530556
2224,BLM,LF,7.4995,47.63280556
2225,BMC,LF,-0.72111111,44.82694444
2226,BNE,LF,1.90711111,50.62477778
2227,BRY,LF,3.29477778,48.407
2228,BSN,LF,3.05652778,49.18830556
2229,BST,LF,-4.45211111,48.28461111
2230,BT,LF,2.45516667,48.97466667
2231,BTA,LF,9.47483333,42.57358333
2232,BTZ,LF,-1.51027778,43.46663889
2233,BVS,LF,2.15319444,49.43636111
2234,CAA,LF,-1.13602778,44.53116667
2235,CAD,LF,1.38708333,48.05916667
2236,CAN,LF,-0.45527778,49.17319444
2237,CAV,LF,4.14694444,48.78108333
2238,CBY,LF,5.75730556,45.88188889
2239,CFA,LF,3.19219444,45.78747222
2240,CGC,LF,-0.30786111,45.66147222
2241,CGN,LF,2.50011111,49.01991667
2242,CGS,LF,7.14591667,43.64525
2243,CHN,LF,1.37538889,48.05580556
2244,CHW,LF,0.98705556,48.48
2245,CLM,LF,3.01386111,48.84463889
2246,CMB,LF,3.1515,50.22813889
2247,CNA,LF,-0.31163889,45.65955556
2248,CNM,LF,6.87094444,43.56036111
2249,CRL,LF,2.51477778,49.25527778
2250,CS,LF,2.29883333,43.21769444
2251,CTL,LF,3.57769444,49.13775
2252,DGN,LF,6.10083333,43.99138889
2253,DIN,LF,-2.08233333,48.58605556
2254,DJL,LF,5.09733333,47.27077778
2255,DPE,LF,1.17063889,49.92538889
2256,DVL,LF,0.31272222,49.31075
2257,EPL,LF,6.05941667,48.31783333
2258,EPR,LF,1.65655556,48.62569444
2259,EVX,LF,1.22086111,49.03169444
2260,FGI,LF,9.08341667,41.50219444
2261,FJR,LF,3.97472222,43.57836111
2262,GAI,LF,1.82416667,43.95405556
2263,GTQ,LF,6.71622222,48.98644444
2264,HYE,LF,6.14763889,43.10030556
2265,ITR,LF,4.92691667,43.52608333
2266,ITS,LF,4.94,43.50019444
2267,LC,LF,6.38127778,43.38545833
2268,LCA,LF,2.14958333,46.69141667
2269,LDV,LF,-4.15630556,48.52827778
2270,LGH,LF,-0.495,43.91083333
2271,LGL,LF,0.53027778,48.79061111
2272,LMB,LF,-0.01841667,43.46666667
2273,LMG,LF,1.02558333,45.81591667
2274,LOR,LF,-3.44116667,47.76147222
2275,LQN,LF,3.09138889,50.56138889
2276,LSE,LF,5.09058333,45.74552778
2277,LTP,LF,5.43905556,45.48897222
2278,LUC,LF,6.25591667,43.38277778
2279,LUL,LF,6.29558333,47.68827778
2280,LXI,LF,6.35711111,47.78316667
2281,MDM,LF,-0.50438889,43.90994444
2282,MEN,LF,3.16241667,44.60836111
2283,MLN,LF,2.81327778,48.45577778
2284,MMD,LF,5.12441667,49.39125
2285,MOU,LF,3.63166667,46.70677778
2286,MRM,LF,5.32644444,43.37733333
2287,MTD,LF,2.48947222,49.55263889
2288,MTG,LF,5.08683333,43.38630556
2289,MTL,LF,4.77986111,44.55494444
2290,NAY,LF,5.95183333,48.58363889
2291,NEV,LF,2.92936111,47.153
2292,NG,LF,4.41755556,43.76588889
2293,NIZ,LF,7.25438889,43.77063889
2294,NTS,LF,-1.61297222,47.16086111
2295,ORG,LF,4.86605556,44.13930556
2296,PGS,LF,2.62380556,48.99947222
2297,POI,LF,0.29819444,46.581
2298,PON,LF,2.03588889,49.09608333
2299,POY,LF,2.38977778,48.73013889
2300,PPG,LF,2.86713889,42.75047222
2301,PTV,LF,2.26477778,48.15558333
2302,QPR,LF,-4.18472222,47.95727778
2303,RBT,LF,1.99422222,48.65394444
2304,REM,LF,4.04536111,49.31163889
2305,REN,LF,-1.74166667,48.06925
2306,RLP,LF,5.24916667,47.90630556
2307,ROA,LF,3.99927778,46.05916667
2308,ROU,LF,1.28063889,49.46563889
2309,SAL,LF,5.10280556,43.61183333
2310,SAU,LF,-0.15291667,44.67680556
2311,SAV,LF,7.44797222,48.79625
2312,SDI,LF,4.88919444,48.637
2313,STP,LF,6.60180556,43.21947222
2314,STR,LF,7.57197222,48.50538889
2315,SZA,LF,9.39955556,41.93747222
2316,TBO,LF,0.14575,43.33222222
2317,TIS,LF,3.55358333,45.88183333
2318,TOU,LF,1.30980556,43.68083333
2319,TRO,LF,3.96313889,48.25122222
2320,TSU,LF,2.10236111,48.75372222
2321,TUR,LF,0.73088889,47.42219444
2322,VNE,LF,4.88341667,45.55644444
2323,ZR,LF,3.34619444,43.32247222
2324,AGH,LG,22.791925,39.21622222
2325,AKT,LG,20.76217778,38.92591389
2326,ALX,LG,25.95673333,40.85393611
2327,AML,LG,21.28466667,37.93
2328,ANL,LG,22.74416667,39.21366667
2329,ARA,LG,21.42940278,38.15898333
2330,ARX,LG,21.42883333,38.1545
2331,ATV,LG,23.80449722,37.88867778
2332,DDM,LG,23.21716944,37.47766944
2333,ELF,LG,23.55866667,38.06533333
2334,FSK,LG,22.99148889,41.09871389
2335,GAR,LG,19.90941667,39.60641111
2336,HOS,LG,26.14270833,38.34948889
2337,IRA,LG,25.18514444,35.34074444
2338,KAM,LG,22.02391667,37.06644722
2339,KAS,LG,21.27531944,40.45102222
2340,KEA,LG,24.2987,37.55716389
2341,KFN,LG,20.50468333,38.11295278
2342,KLM,LG,22.02116667,37.078
2343,KOS,LG,27.09128611,36.79061667
2344,KOZ,LG,21.84044444,40.28513333
2345,KPC,LG,27.14690556,35.42181944
2346,KPL,LG,24.61476111,40.91266389
2347,KRK,LG,20.072775,39.44385833
2348,KRO,LG,24.49490833,37.99413889
2349,KTH,LG,23.01684444,36.27687222
2350,KTR,LG,22.95166667,36.30366667
2351,LAR,LG,22.50916667,39.65666667
2352,LEF,LG,23.55838889,38.06112222
2353,LMO,LG,25.23718889,39.91953889
2354,LSV,LG,26.42532222,39.2313
2355,MES,LG,25.90574444,38.25173611
2356,MIL,LG,24.51945556,36.74750833
2357,MKN,LG,25.34451667,37.44025833
2358,MKR,LG,22.9698,40.518725
2359,MLN,LG,26.60054444,39.05740833
2360,PAR,LG,28.06484167,36.39951111
2361,PLH,LG,23.68084444,35.22763611
2362,PRV,LG,20.75777778,38.91972222
2363,RDS,LG,28.08208611,36.33985556
2364,SAM,LG,26.90707778,37.686625
2365,SAT,LG,23.91416667,37.91666667
2366,SHT,LG,26.10675556,35.21861944
2367,SIT,LG,26.18906389,35.06842222
2368,SKP,LG,23.61593056,39.18064167
2369,SKS,LG,24.49011944,38.97737778
2370,SKY,LG,24.49166667,38.97633333
2371,SNI,LG,25.4826,36.39488056
2372,SPA,LG,23.93777778,37.91777778
2373,STV,LG,22.77330833,39.48024722
2374,SUD,LG,24.17495278,35.52302778
2375,TGG,LG,23.55831944,38.33805278
2376,TGR,LG,23.5175,38.3495
2377,TRL,LG,22.34028056,37.40376389
2378,TSL,LG,22.99105833,40.45680833
2379,YNN,LG,20.82131667,39.70003333
2380,ZAK,LG,20.88481944,37.74585833
2381,BKS,LH,21.07388889,46.79997222
2382,BUD,LH,19.24944444,47.45044444
2383,BUG,LH,19.68166667,46.67777778
2384,GYR,LH,17.72436111,47.65911111
2385,KET,LH,19.75108333,46.91869444
2386,MNR,LH,19.40547222,47.33472222
2387,NYR,LH,21.69255556,47.99119444
2388,PCT,LH,17.50130556,47.36702778
2389,PTB,LH,18.74230556,47.15222222
2390,SAG,LH,20.99638889,48.00805556
2391,SEG,LH,20.08969167,46.240125
2392,SME,LH,17.16636111,46.66572222
2393,SVR,LH,18.11777778,46.82805556
2394,TPS,LH,19.44622222,47.49325
2395,AEA,LI,8.29177778,40.63816667
2396,AHO,LI,8.28955556,40.63605556
2397,ALB,LI,8.12761111,44.04816667
2398,ALG,LI,8.24388889,40.62813889
2399,ANC,LI,13.47111111,43.58644444
2400,AVI,LI,12.58687778,46.02786944
2401,BAR,LI,16.77644444,41.14425
2402,BEG,LI,9.70919444,45.66947222
2403,BLA,LI,8.10058333,45.49422222
2404,BNS,LI,17.94436111,40.65811111
2405,BOA,LI,11.29066667,44.53702778
2406,BRD,LI,18.00286111,40.61086111
2407,BSA,LI,10.316,45.43802778
2408,CAG,LI,9.05405556,39.24897222
2409,CAM,LI,8.65752778,45.57022222
2410,CAR,LI,9.50802778,39.11136111
2411,CAS,LI,7.65283333,45.19380556
2412,CDC,LI,16.36913889,38.75586111
2413,CEV,LI,12.35716667,44.20647222
2414,CHI,LI,12.28138889,45.07111111
2415,CMP,LI,12.38152778,42.12383333
2416,COM,LI,14.59463889,36.98508333
2417,CRN,LI,17.08305556,38.99611111
2418,CSL,LI,7.64958333,45.21972222
2419,CTF,LI,15.06227778,37.46444444
2420,DEC,LI,8.96566667,39.38108333
2421,ELB,LI,10.39572222,42.73069444
2422,FAL,LI,13.29952778,43.57686111
2423,FGG,LI,15.53136111,41.42947222
2424,FOL,LI,12.06766667,44.19375
2425,FRS,LI,13.29236111,41.64252778
2426,FRZ,LI,11.00333333,44.02722222
2427,GEN,LI,9.08233333,44.42444444
2428,GHE,LI,10.26416667,45.43972222
2429,GIO,LI,16.90125,40.80125
2430,GRA,LI,14.08872222,41.06002778
2431,GRO,LI,11.07730556,42.76088889
2432,GRT,LI,17.41088889,40.48927778
2433,IPD,LI,11.84530556,45.39269444
2434,ISA,LI,12.11708333,45.68752778
2435,LAT,LI,12.91805556,41.54111111
2436,LCC,LI,18.13072222,40.24727778
2437,LIN,LI,9.27527778,45.46125
2438,LMT,LI,16.26555556,38.90444444
2439,LPD,LI,12.63091667,35.49975
2440,MMP,LI,8.73483333,45.64077778
2441,MNL,LI,15.70997222,41.53788889
2442,NOV,LI,8.79408333,45.42408333
2443,NSY,LI,14.92152778,37.40033333
2444,ORF,LI,8.64527778,39.89666667
2445,OST,LI,12.23752778,41.80377778
2446,OZE,LI,11.29230556,46.40519444
2447,PAL,LI,13.17744444,38.03358333
2448,PAN,LI,11.96575,36.81444444
2449,PED,LI,9.44333333,39.66916667
2450,PES,LI,14.18416667,42.43583333
2451,PIA,LI,9.72047222,44.91733333
2452,PIN,LI,10.43233333,43.72027778
2453,PIS,LI,10.39155556,43.67658333
2454,PNZ,LI,12.9575,40.91194444
2455,POM,LI,14.38336111,40.92825
2456,PRS,LI,13.07988889,38.17205556
2457,PRT,LI,11.2005,43.80983333
2458,PRU,LI,12.51188889,43.10169444
2459,PTC,LI,14.90836111,40.62
2460,RCA,LI,15.64527778,38.07658333
2461,RCH,LI,13.48027778,45.82980556
2462,RIM,LI,12.61663889,44.01516667
2463,RIV,LI,13.08838889,45.99572222
2464,ROM,LI,12.588,41.80466667
2465,SAZ,LI,9.93888889,44.07555556
2466,SCS,LI,7.33869444,45.74558333
2467,SES,LI,8.82363889,44.41733333
2468,SIG,LI,14.97097222,37.39586111
2469,SME,LI,9.50127778,40.89005556
2470,SOR,LI,14.33502778,40.58244444
2471,SRN,LI,9.02158333,45.64597222
2472,TAG,LI,17.408,40.50969444
2473,TAQ,LI,11.73261111,42.21505556
2474,TEA,LI,13.97055556,41.29666667
2475,TES,LI,12.36819444,45.51908333
2476,TNT,LI,11.14,46.02025
2477,TOP,LI,7.86166667,44.92541667
2478,TPR,LI,12.49377778,41.62155556
2479,TRP,LI,12.51319444,37.89597222
2480,TZO,LI,9.50708333,45.55925
2481,VIC,LI,11.67636111,45.63730556
2482,VIE,LI,16.04916667,41.91277778
2483,VIL,LI,10.90625,45.40788889
2484,VOG,LI,8.97019444,44.96452778
2485,DOL,LJ,14.77858333,46.08413889
2486,ILB,LJ,14.17086389,45.56558611
2487,LBL,LJ,14.42855556,46.2385
2488,POR,LJ,13.61208333,45.47477778
2489,BNO,LK,16.69258056,49.15006389
2490,NER,LK,14.62136389,50.36655833
2491,OKF,LK,15.54557778,48.969175
2492,OKG,LK,12.40573889,50.06514722
2493,OKL,LK,14.26560833,50.09586667
2494,OKX,LK,15.0319,50.90268056
2495,OTA,LK,18.109075,49.69749167
2496,PSK,LK,14.03475,49.78497222
2497,RVC,LK,13.79167778,50.18699444
2498,VLM,LK,15.06674167,49.70427222
2499,VOZ,LK,14.87466389,49.53232778
2500,BGN,LL,34.87536111,32.01311111
2501,BSA,LL,34.72152778,31.28613889
2502,LOT,LL,34.97627778,29.60808333
2503,MZD,LL,35.39169167,31.33166667
2504,NAT,LL,34.96888889,32.33388889
2505,OVD,LL,34.94555556,29.966
2506,RAM,LL,35.02052778,29.75308333
2507,ROP,LL,35.57277778,32.98252778
2508,ZFR,LL,35.16194444,30.55888889
2509,GZO,LM,14.20526389,36.03734167
2510,FMD,LO,16.62926389,48.10511389
2511,FRE,LO,14.12983056,48.43178056
2512,GRZ,LO,15.44944444,46.95531111
2513,GSB,LO,13.11161111,47.80511389
2514,KFT,LO,14.56232222,46.59758611
2515,KOR,LO,14.97103333,46.78734167
2516,LNZ,LO,14.10315556,48.22971111
2517,PAT,LO,11.46025833,47.20857222
2518,RAW,LO,15.77304167,47.28183889
2519,SBG,LO,12.89276111,48.00258333
2520,SNU,LO,16.28843611,47.874875
2521,STK,LO,15.93194167,46.84523056
2522,STO,LO,16.01859444,48.41713611
2523,TUN,LO,15.9797,48.30933333
2524,VIW,LO,13.91489167,46.69635
2525,WGM,LO,16.49095278,48.32385556
2526,ARR,LP,-8.96226667,38.49275556
2527,BEJ,LP,-7.92669444,38.12841667
2528,CAS,LP,-9.36202778,38.74825
2529,DML,LP,-7.76363889,37.70075
2530,DMT,LP,-8.1875,39.07722222
2531,DMX,LP,-8.6145,37.16236111
2532,DPR,LP,-7.59022222,37.447
2533,DSC,LP,-31.12757778,39.45787778
2534,DSL,LP,-7.96227778,37.30755556
2535,ESP,LP,-9.18566667,38.42413889
2536,FAR,LP,-7.92580556,37.00880556
2537,FRS,LP,-31.21041667,39.45358333
2538,FTM,LP,-8.49263889,39.66569444
2539,FUN,LP,-16.70544444,32.74716667
2540,LAJ,LP,-27.11541667,38.71333333
2541,LIS,LP,-9.16280556,38.88775
2542,LM,LP,-27.10438889,38.78391667
2543,MOJ,LP,-9.03355556,38.70877778
2544,MTR,LP,-8.89013889,39.83261111
2545,NSA,LP,-7.91461111,39.56466667
2546,OVR,LP,-8.64338889,40.88708333
2547,PRT,LP,-8.68783333,41.273
2548,SGR,LP,-8.94638889,37.08388889
2549,SNT,LP,-16.35063889,33.09041667
2550,SRA,LP,-9.34008333,38.82905556
2551,STO,LP,-16.36166667,33.07166667
2552,TRM,LP,-27.09144444,38.76025
2553,VAP,LP,-28.13611111,38.67944444
2554,VFA,LP,-7.975,37.01352778
2555,VFL,LP,-28.62355556,38.51941667
2556,VIS,LP,-7.88583333,40.72341667
2557,VMG,LP,-25.75813889,37.846
2558,VSM,LP,-25.16638889,36.96291667
2559,DER,LQ,17.96946111,44.98412778
2560,KEB,LQ,18.44982778,43.93386389
2561,KIS,LQ,18.06299722,44.018275
2562,LAK,LQ,17.29598333,44.94165
2563,MSR,LQ,17.85588611,43.26137222
2564,OMA,LQ,16.80435,44.958075
2565,TZU,LQ,18.735425,44.45675833
2566,ARD,LR,21.14361111,46.18408333
2567,BAC,LR,26.91805556,46.50138889
2568,BAI,LR,23.23666667,46.49111111
2569,BCU,LR,26.82555556,46.51091667
2570,BRV,LR,25.56472222,45.5675
2571,CHU,LR,24.82055556,46.18305556
2572,CLJ,LR,23.78725,46.80011111
2573,CND,LR,28.47833333,44.28555556
2574,CNI,LR,20.9075,45.71611111
2575,CRV,LR,23.92275,44.31861111
2576,DVA,LR,22.96888889,45.82805556
2577,FLR,LR,25.70805556,44.50083333
2578,GLT,LR,27.92777778,45.41638889
2579,HNU,LR,24.73527778,47.2775
2580,ISI,LR,27.57941667,47.23430556
2581,LGJ,LR,21.995,45.71972222
2582,OPT,LR,26.56027778,44.5925
2583,SAT,LR,22.89386111,47.72741667
2584,SBI,LR,24.08780556,45.78091667
2585,SCV,LR,26.36083333,47.67233333
2586,STJ,LR,25.97694444,44.91861111
2587,TGJ,LR,23.33416667,45.06083333
2588,TLA,LR,28.7095,45.07869444
2589,ZLU,LR,23.10194444,47.15277778
2590,CVA,LS,9.82166667,46.41805556
2591,FRI,LS,7.2235,46.77758333
2592,GRE,LS,7.41818056,47.18315278
2593,GVA,LS,6.13222222,46.25391667
2594,HOC,LS,7.66544444,47.46655556
2595,KLO,LS,8.54558333,47.45713889
2596,LAP,LS,6.41333333,46.67611111
2597,PAS,LS,5.99991667,46.16369444
2598,SIO,LS,7.28877778,46.2155
2599,SPR,LS,6.44805556,46.46869444
2600,TRA,LS,8.43697222,47.6895
2601,WFJ,LS,9.79513889,46.83458333
2602,WIL,LS,7.90591667,47.17830556
2603,ZUE,LS,8.81766667,47.59216667
2604,ADA,LT,35.21038889,36.94058333
2605,AKI,LT,27.82722222,38.8195
2606,ANK,LT,32.82833333,39.95327778
2607,ANT,LT,30.78930556,36.87572222
2608,ARF,LT,30.06536111,40.73777778
2609,ARI,LT,43.02708333,39.64580556
2610,AYT,LT,30.79447222,36.92080556
2611,BAG,LT,32.81044444,40.06994444
2612,BAT,LT,41.11988889,37.93758333
2613,BDM,LT,27.98208333,40.31675
2614,BDR,LT,27.66822222,37.25216667
2615,BIG,LT,27.36552778,40.28438889
2616,BKZ,LT,29.14288889,41.12697222
2617,BNG,LT,40.60077778,38.85555556
2618,BRI,LT,27.92875,39.63175
2619,BRY,LT,29.59402778,40.26252778
2620,BUK,LT,33.10491667,40.24186111
2621,CAY,LT,32.04455556,41.51377778
2622,CEK,LT,28.52861111,41.00655556
2623,CIG,LT,27.00905556,38.49494444
2624,CLD,LT,27.89638889,37.81463889
2625,CLU,LT,27.90180556,41.13030556
2626,CNK,LT,26.42747222,40.13530556
2627,CRD,LT,29.70402778,37.78997222
2628,CRL,LT,27.935,41.15075
2629,CRM,LT,36.54886111,41.2655
2630,CTP,LT,30.07127778,40.73752778
2631,DAL,LT,28.78230556,36.68969444
2632,DAN,LT,35.44819444,37.01561389
2633,DEN,LT,28.60269444,38.57808333
2634,DIY,LT,40.19552778,37.89858333
2635,DYB,LT,40.20825,37.87336111
2636,EDR,LT,27.00511111,39.55077778
2637,EKI,LT,27.42616667,40.95105556
2638,ELG,LT,39.28394444,38.59677778
2639,ERH,LT,38.11213889,38.46252778
2640,ERN,LT,39.52930556,39.70841667
2641,ERZ,LT,41.20713889,39.95666667
2642,ESB,LT,33.01247222,40.14661111
2643,ESK,LT,30.60636111,39.78366667
2644,ESR,LT,30.51244444,39.81319444
2645,ETI,LT,32.67463889,39.9575
2646,EZN,LT,38.88702778,39.93716667
2647,EZS,LT,39.22408333,38.70827778
2648,GAP,LT,38.90469444,37.45808333
2649,GAZ,LT,37.47294444,36.95152778
2650,GDR,LT,43.88627778,39.97261111
2651,GEM,LT,36.0285,39.15380556
2652,GKA,LT,25.92366667,40.17972222
2653,GRS,LT,38.09455556,40.96441667
2654,GZP,LT,32.2975,36.30438889
2655,HAY,LT,32.5095,39.43663889
2656,HTY,LT,36.29019444,36.36294444
2657,IMR,LT,27.00722222,38.31744444
2658,INB,LT,33.70627778,41.95141667
2659,IPT,LT,30.34477778,37.84216667
2660,IST,LT,28.81069444,40.96147222
2661,KAR,LT,43.10397222,40.55669444
2662,KFK,LT,30.54683333,38.80413889
2663,KHD,LT,38.45672222,37.72472222
2664,KHM,LT,36.95294444,37.54011111
2665,KLC,LT,26.97383333,38.51397222
2666,KNY,LT,32.56469444,37.99688889
2667,KON,LT,32.56261111,37.99716667
2668,KSR,LT,35.52169444,38.77558333
2669,KST,LT,33.79986111,41.35030556
2670,KTH,LT,30.13477778,39.10677778
2671,KUT,LT,30.01294444,39.42994444
2672,LRA,LT,30.80569444,36.87713889
2673,MEN,LT,27.15875,38.29508333
2674,MNI,LT,35.51294444,40.8215
2675,MRD,LT,40.63852778,37.22766667
2676,MUS,LT,41.66072222,38.74941667
2677,MUT,LT,33.29183333,36.86302778
2678,ORI,LT,38.08613889,40.96455556
2679,RNA,LT,42.06144444,37.36508333
2680,SBH,LT,29.32038889,40.89966667
2681,SEL,LT,27.33361111,37.94886111
2682,SIN,LT,35.07680556,42.02230556
2683,SIR,LT,41.83672222,37.97672222
2684,SIV,LT,36.89338889,39.78969444
2685,SRT,LT,41.88197222,37.91066667
2686,SYT,LT,31.37408333,39.44588889
2687,TBN,LT,39.79563889,40.99527778
2688,TKT,LT,36.37758333,40.31505556
2689,TZK,LT,34.54294444,38.76691667
2690,USK,LT,29.47536111,38.68369444
2691,VAN,LT,43.32516667,38.46611111
2692,YAA,LT,29.2075,40.475
2693,YEN,LT,29.56286111,40.25733333
2694,YKV,LT,44.2425,37.54916667
2695,ZIR,LT,32.576,40.08619444
2696,KIV,LU,28.9045,46.92602778
2697,IZD,LW,20.82055556,41.34305556
2698,OHR,LW,20.73638889,41.1725
2699,PEP,LW,21.44861111,41.33777778
2700,SIN,LW,22.36555556,41.98083333
2701,SKJ,LW,21.63055556,41.935
2702,GBR,LX,-5.3429,36.14282778
2703,BEO,LY,20.33494444,44.80702778
2704,BGD,LY,20.31116667,44.81936111
2705,BLC,LY,21.36163889,43.24869444
2706,BUI,LY,20.49583333,42.63302778
2707,KRV,LY,20.58444444,43.82122222
2708,NIS,LY,21.82705556,43.34647222
2709,PDC,LY,19.25483333,42.38855556
2710,POD,LY,19.25461111,42.38619444
2711,PRT,LY,21.03138889,42.5725
2712,SMI,LY,19.43077778,45.00947222
2713,TPL,LY,20.74444444,44.1435
