vor_id,ident,region,lonx,laty
2714,VAC,LY,21.30677778,45.13780556
2715,VAL,LY,19.87469444,44.32388889
2716,JAN,LZ,17.54472222,48.17861111
2717,KSC,LZ,21.24816667,48.68308333
2718,NIT,LZ,18.05055556,48.29055556
2719,PPD,LZ,20.35011111,49.06466667
2720,SLC,LZ,19.11586111,48.45325
2721,GTK,MB,-71.13436944,21.44066111
2722,PVN,MB,-72.26601944,21.77224167
2723,BHO,MD,-71.13027778,18.25444444
2724,CDO,MD,-69.66734167,18.43415833
2725,DCR,MD,-71.64783056,17.9323
2726,DCY,MD,-69.74073611,19.27055
2727,DHG,MD,-69.98348611,18.57121389
2728,LRN,MD,-68.91184722,18.45400278
2729,PNA,MD,-68.38331389,18.56725833
2730,PTA,MD,-70.57041667,19.75928333
2731,SGO,MD,-70.60380556,19.40731667
2732,SIS,MD,-69.76586389,18.50338611
2733,AUR,MG,-90.53291667,14.57164444
2734,IOS,MG,-88.58874167,15.73676389
2735,RAB,MG,-90.47033889,15.00863611
2736,SJO,MG,-90.831925,13.93351389
2737,TIK,MG,-89.87651944,16.91903889
2738,BTO,MH,-86.86416944,15.73669167
2739,ESC,MH,-87.62209722,14.39195
2740,LMS,MH,-87.90856667,15.46976944
2741,ROA,MH,-86.52176667,16.31654722
2742,TNT,MH,-87.22911111,14.02891944
2743,MLY,MK,-76.77762778,17.93024722
2744,SIA,MK,-77.9241,18.50104722
2745,ACA,MM,-99.75396389,16.75847222
2746,ADN,MM,-100.23879444,25.86544167
2747,AGU,MM,-102.31904722,21.7114
2748,APN,MM,-98.39853611,19.63729167
2749,BJX,MM,-101.48258889,20.99755833
2750,CDR,MM,-101.48738611,24.15972222
2751,CEN,MM,-109.83728333,27.39475833
2752,CJS,MM,-106.42684722,31.63615556
2753,CME,MM,-91.80514722,18.66043889
2754,CMT,MM,-92.05746111,16.178
2755,COL,MM,-103.57900556,19.27512778
2756,CPE,MM,-90.50394444,19.83083333
2757,CSL,MM,-109.93188889,22.94693611
2758,CTM,MM,-88.33365278,18.50929722
2759,CUA,MM,-98.90075,18.78538611
2760,CUL,MM,-107.47733889,24.76448056
2761,CUN,MM,-86.85871667,21.02510833
2762,CUU,MM,-105.95873333,28.71638333
2763,CVJ,MM,-99.269275,18.82521667
2764,CVM,MM,-98.95902778,23.70553056
2765,CZA,MM,-88.44823056,20.64305833
2766,CZM,MM,-86.912,20.50747222
2767,DEL,MM,-105.44845278,28.21411389
2768,DGO,MM,-104.51641667,24.13800556
2769,GDL,MM,-103.31161111,20.52342222
2770,GYM,MM,-110.92788889,27.96556667
2771,HMO,MM,-111.05206667,29.09554444
2772,HUX,MM,-96.26143333,15.777775
2773,IZT,MM,-95.09511389,16.46386944
2774,LAP,MM,-110.35866111,24.08560278
2775,LMM,MM,-109.07158056,25.68261111
2776,LTO,MM,-111.34952778,25.98065556
2777,MAM,MM,-97.52390556,25.77083889
2778,MEX,MM,-99.0688,19.43821667
2779,MID,MM,-89.65622222,20.93804722
2780,MLM,MM,-101.03704167,19.84377778
2781,MOV,MM,-101.47103889,26.9555
2782,MTT,MM,-94.58228889,18.10288056
2783,MTY,MM,-100.10382222,25.772775
2784,MXL,MM,-115.23759167,32.63105556
2785,MZT,MM,-106.27096389,23.16052222
2786,NAU,MM,-96.7455,20.19174167
2787,NCP,MM,-86.85535833,21.03844444
2788,NLD,MM,-99.56458333,27.43938889
2789,OAX,MM,-96.73136111,16.97225556
2790,PAZ,MM,-97.45507778,20.60056389
2791,PBC,MM,-98.370175,19.16091944
2792,PCA,MM,-98.68439444,20.13184167
2793,PNG,MM,-100.53838611,28.63184444
2794,PPE,MM,-113.30137778,31.36727222
2795,PQE,MM,-92.03156111,17.53713611
2796,PTJ,MM,-99.79802778,19.64569722
2797,PVR,MM,-105.23931667,20.69195
2798,PXM,MM,-97.08171389,15.87510556
2799,QET,MM,-100.193625,20.61745833
2800,REX,MM,-98.23186944,26.01063056
2801,SJD,MM,-109.72153889,23.14616111
2802,SLM,MM,-99.02980556,19.742775
2803,SLP,MM,-100.930425,22.25638889
2804,SLW,MM,-100.92981111,25.54611389
2805,SMO,MM,-99.22833333,19.55555556
2806,SQN,MM,-115.95565278,30.54535833
2807,TAM,MM,-97.86302222,22.28960278
2808,TAP,MM,-92.37571111,14.79218889
2809,TEQ,MM,-99.25531389,18.67608333
2810,TGM,MM,-93.17472222,16.74
2811,TGZ,MM,-93.03006667,16.5706
2812,TIJ,MM,-116.9527,32.54044167
2813,TLC,MM,-99.56103333,19.33286667
2814,TMN,MM,-98.80794722,22.03848333
2815,TNY,MM,-104.83698056,21.42651667
2816,TRC,MM,-103.40840833,25.56396389
2817,TTM,MM,-99.77268611,22.96784722
2818,UPN,MM,-102.04108889,19.39575556
2819,VER,MM,-96.18913056,19.14323333
2820,VSA,MM,-92.81820833,17.99886111
2821,ZAP,MM,-103.465,20.74972222
2822,ZCL,MM,-102.69326111,22.88744167
2823,ZIH,MM,-101.47671944,17.60316389
2824,ZLO,MM,-104.57138889,19.14944444
2825,BLU,MN,-83.77262222,11.99451111
2826,MGA,MN,-86.17420833,12.13971389
2827,PZA,MN,-83.38828056,14.04520833
2828,BDT,MP,-82.25176111,9.33885
2829,DAV,MP,-82.43767222,8.38579722
2830,FNC,MP,-79.86949444,9.35673889
2831,PML,MP,-78.13857778,8.40621944
2832,RHT,MP,-80.12687222,8.37553333
2833,STG,MP,-80.93972222,8.08902222
2834,TBG,MP,-79.56202222,8.78757222
2835,TUM,MP,-79.40005833,9.05156111
2836,LIB,MR,-85.54635278,10.59418333
2837,LIO,MR,-83.02716944,9.96314167
2838,TIO,MR,-84.23616111,9.98366667
2839,CAT,MS,-89.04775833,13.44139722
2840,YSV,MS,-89.11699167,13.69133056
2841,HCN,MT,-72.19666667,19.72833333
2842,OBN,MT,-72.275,18.43833333
2843,PAP,MT,-72.30416667,18.57638889
2844,NBW,MU,-75.19845556,19.90532222
2845,UCA,MU,-78.81581667,22.01506389
2846,UCF,MU,-80.40605833,22.15467778
2847,UCJ,MU,-78.31196667,22.46741111
2848,UCL,MU,-81.53269722,21.60501944
2849,UCM,MU,-77.80083611,21.43743611
2850,UCU,MU,-75.82265556,19.9778
2851,UHA,MU,-82.42664722,22.97883889
2852,UHG,MU,-76.30299722,20.79810556
2853,UMZ,MU,-77.09944444,20.30279167
2854,UNV,MU,-77.23083333,21.395
2855,UPB,MU,-82.58171389,23.02334444
2856,UVA,MU,-81.45359167,23.02468611
2857,UVC,MU,-79.96046944,22.48748889
2858,GCM,MW,-81.37203333,19.28939444
2859,ZBV,MY,-79.29444444,25.70416667
2860,ZFP,MY,-78.69785,26.55534722
2861,ZQA,MY,-77.44643056,25.02552222
2862,BZE,MZ,-88.31397778,17.53961667
2863,RG,NC,-159.81436667,-21.20164722
2864,LB,NF,179.31472778,-16.4182
2865,NA,NF,178.56194444,-18.04230556
2866,NN,NF,177.39583333,-17.65472222
2867,TBU,NF,-175.14858889,-21.24416667
2868,FU,NG,179.19777778,-8.52444444
2869,TW,NG,173.14583333,1.37972222
2870,NU,NI,-169.91583333,-19.07416667
2871,HOI,NL,-176.20183333,-13.23958333
2872,FA,NS,-171.99277778,-13.82944444
2873,TUT,NS,-170.70827778,-14.33258889
2874,HAO,NT,-140.94041667,-18.08188889
2875,HHN,NT,-151.01052778,-16.68547222
2876,RAN,NT,-147.67361111,-14.95041667
2877,TAF,NT,-149.60150833,-17.54711944
2878,SON,NV,167.21711944,-15.50661944
2879,VLI,NV,168.24393333,-17.66213889
2880,LFU,NW,167.24055556,-20.77419444
2881,LTO,NW,166.21169444,-22.00544444
2882,MGA,NW,166.47316667,-22.31538889
2883,AA,NZ,174.81363889,-37.00463889
2884,AP,NZ,176.07428611,-38.74321389
2885,BM,NZ,174.03194444,-41.50527778
2886,CH,NZ,172.51463889,-43.50411111
2887,CI,NZ,-176.56634167,-43.95702222
2888,GS,NZ,177.97756111,-38.66051111
2889,HK,NZ,170.95621944,-42.72933889
2890,HL,NZ,170.16193056,-45.94588333
2891,HN,NZ,175.33852778,-37.84926389
2892,KK,NZ,173.91119444,-35.26247222
2893,KT,NZ,173.24116667,-35.02938611
2894,LX,NZ,169.47986111,-45.16552778
2895,MO,NZ,167.71832222,-45.49694167
2896,NP,NZ,174.18393333,-39.00724167
2897,NR,NZ,176.868925,-39.45380278
2898,NS,NZ,173.21629722,-41.30368611
2899,NV,NZ,168.31760833,-46.41156111
2900,OH,NZ,175.39197222,-40.20961111
2901,OR,NZ,174.80670278,-38.82675
2902,PM,NZ,175.63784722,-40.32024722
2903,PP,NZ,174.98194444,-40.90277778
2904,QN,NZ,168.78264722,-44.98411389
2905,RO,NZ,176.31391389,-38.10805
2906,RY,NZ,170.28055278,-44.13510278
2907,SW,NZ,170.47719444,-45.79451944
2908,TG,NZ,176.19122222,-37.67756667
2909,TR,NZ,174.36237778,-41.18584444
2910,TU,NZ,171.22510278,-44.30835278
2911,WB,NZ,173.86268056,-41.519675
2912,WK,NZ,176.91573333,-37.92465833
2913,WN,NZ,174.81696111,-41.33722778
2914,WP,NZ,174.631225,-36.78679444
2915,WR,NZ,174.36191667,-35.77133333
2916,WS,NZ,171.57961111,-41.74063889
2917,WU,NZ,175.0265,-39.95852778
2918,AHR,OA,62.23277778,34.20694444
2919,AMS,OA,67.21125,36.70211111
2920,ASD,OA,62.26277778,33.39055556
2921,BGM,OA,69.27150556,34.95038056
2922,HRT,OA,62.22569444,34.20736111
2923,KAF,OA,65.84598611,31.50305833
2924,KBL,OA,69.29038889,34.54558333
2925,KDR,OA,65.82523056,31.49421944
2926,OKB,OA,69.20597222,34.56597222
2927,BAH,OB,50.64885556,26.2642
2928,SIA,OB,50.59050556,25.92183333
2929,AAR,OE,41.14216667,30.90802778
2930,ABH,OE,42.65694444,18.24191667
2931,AJF,OE,40.07169444,29.78952778
2932,AKJ,OE,47.4075,24.06833333
2933,ARD,OE,55.26502778,21.22769444
2934,ASH,OE,38.79805556,30.12277778
2935,AUA,OE,38.14063889,26.47161111
2936,BAT,OE,51.45197222,24.21583333
2937,BDB,OE,41.82444444,24.33083333
2938,BHA,OE,41.62913889,20.29247222
2939,BPN,OE,45.44527778,27.05388889
2940,BSH,OE,42.62455556,19.97766667
2941,DAW,OE,44.11919444,24.44894444
2942,DFN,OE,41.71944444,23.28277778
2943,DHA,OE,50.14019444,26.26077778
2944,GAS,OE,43.77961111,26.29808333
2945,GIZ,OE,42.57761111,16.90772222
2946,GRY,OE,37.28655556,31.41263889
2947,HFR,OE,46.12947222,28.33052778
2948,HIL,OE,41.68277778,27.42508333
2949,HLF,OE,39.26916667,26.43416667
2950,HSA,OE,49.48402778,25.27913889
2951,JBL,OE,49.40708333,27.03941667
2952,JDW,OE,39.12311111,21.71230556
2953,KAM,OE,42.81230556,18.30780556
2954,KFA,OE,49.8195,26.36480556
2955,KFB,OE,39.17113889,21.34661111
2956,KIA,OE,46.75938889,24.88605556
2957,KMC,OE,45.55569444,27.88058333
2958,MGA,OE,47.20694444,26.28888889
2959,NEJ,OE,44.41558333,17.60686111
2960,PMA,OE,39.70527778,24.54747222
2961,PSA,OE,47.58327778,24.07391667
2962,QUN,OE,41.07483333,19.36980556
2963,RAF,OE,43.49797222,29.62019444
2964,RAS,OE,48.61466667,28.07794444
2965,RAZ,OE,46.92555556,24.60416667
2966,RBG,OE,39.09716667,22.79188889
2967,RGB,OE,44.59638889,23.92583333
2968,RIY,OE,46.72413889,24.71952778
2969,SBT,OE,53.27947222,22.71247222
2970,SHA,OE,47.13394444,17.47025
2971,TBK,OE,36.61025,28.36469444
2972,THA,OE,54.01983333,19.83113889
2973,TIF,OE,40.54725,21.48647222
2974,TRF,OE,38.73466667,31.69333333
2975,UME,OE,50.14325,19.12302778
2976,WDR,OE,45.20536111,20.50525
2977,WEJ,OE,36.48811111,26.17933333
2978,YEN,OE,38.03861111,24.14952778
2979,ABD,OI,48.22061111,30.37530556
2980,ABM,OI,55.02294444,25.87805556
2981,AJR,OI,49.68036111,30.74475
2982,ANK,OI,53.72966667,33.53752778
2983,ARB,OI,48.43475,38.31569444
2984,ARK,OI,49.85383333,34.13719444
2985,AWZ,OI,48.76458333,31.33758333
2986,BAM,OI,58.45833333,29.07747222
2987,BJD,OI,59.20013889,32.97241667
2988,BND,OI,56.36675,27.19705556
2989,BRD,OI,57.32327778,37.49505556
2990,BRN,OI,59.28094444,32.89761111
2991,BUZ,OI,50.82597222,28.95130556
2992,CBH,OI,60.41436111,25.44497222
2993,DAR,OI,56.99455556,31.78316667
2994,DHN,OI,52.72027778,35.25397222
2995,DNZ,OI,53.18888889,36.64852778
2996,DZF,OI,48.40780556,32.42841667
2997,GGN,OI,54.38163889,36.92472222
2998,GSN,OI,50.84755556,30.32797222
2999,HAB,OI,48.65861111,35.20944444
3000,HAM,OI,48.55027778,34.86688889
3001,HSA,OI,51.56011111,32.93258333
3002,IFN,OI,51.82472222,32.74638889
3003,IKA,OI,51.17847222,35.40966667
3004,ILM,OI,46.41538889,33.57841667
3005,ISN,OI,51.828,32.74697222
3006,ISR,OI,60.72233333,27.23438889
3007,JAM,OI,52.34294444,27.82177778
3008,JRM,OI,53.58419444,28.58508333
3009,KER,OI,56.94375,30.28502778
3010,KHG,OI,50.31686111,29.26388889
3011,KHM,OI,55.90766667,26.76308333
3012,KHY,OI,44.96636111,38.43372222
3013,KIH,OI,54.01002778,26.52330556
3014,KIS,OI,53.96241667,26.52516667
3015,KMS,OI,47.16913889,34.33972222
3016,KRD,OI,48.29186111,33.43419444
3017,LAM,OI,53.18397222,27.37283333
3018,LAR,OI,54.41519444,27.67519444
3019,LEN,OI,54.85116667,26.53613889
3020,LVA,OI,53.35586111,26.81205556
3021,MAH,OI,49.14944444,30.55633333
3022,MAK,OI,44.94286111,39.18847222
3023,MSD,OI,59.65052778,36.23116667
3024,NSR,OI,51.46805556,36.65980556
3025,OMD,OI,49.50527778,30.85194444
3026,PAD,OI,47.88997222,39.60311111
3027,PIM,OI,50.85155556,35.76202778
3028,PRG,OI,52.76444444,27.36033333
3029,RAF,OI,56.05563889,30.30275
3030,RSR,OI,50.68044444,36.90347222
3031,RST,OI,49.61577778,37.32636111
3032,RUS,OI,50.90536111,35.44547222
3033,SAV,OI,50.37136111,35.01855556
3034,SBZ,OI,57.57097222,36.16983333
3035,SHD,OI,46.14275,37.34602778
3036,SHR,OI,55.08875,36.42288889
3037,SIR,OI,54.53508333,25.91458333
3038,SKD,OI,50.85491667,32.27983333
3039,SMN,OI,53.49730556,35.59844444
3040,SNJ,OI,47.00783333,35.23891667
3041,SRJ,OI,55.66027778,29.55625
3042,SRN,OI,62.32541667,27.41502778
3043,SRS,OI,61.07413889,36.49538889
3044,SYZ,OI,52.58877778,29.54016667
3045,TBS,OI,56.89191667,33.67255556
3046,TBZ,OI,46.21269444,38.14819444
3047,THR,OI,51.28041667,35.698
3048,TRN,OI,51.28377778,35.69697222
3049,UMH,OI,45.08436111,37.68722222
3050,YSJ,OI,51.55669444,30.69333333
3051,YZD,OI,54.28269444,31.89766667
3052,ZAH,OI,60.90447222,29.4635
3053,ZAJ,OI,48.35330556,36.77966667
3054,ZAL,OI,61.54188889,31.09552778
3055,ZDN,OI,60.90158333,29.48675
3056,AMN,OJ,36.06598611,32.00407222
3057,AQB,OJ,35.00802778,29.58292778
3058,QAA,OJ,36.1575,31.73972222
3059,QTR,OJ,36.05953056,31.24844722
3060,ASB,OK,47.51917222,29.34404722
3061,KFR,OK,47.95815556,28.62082778
3062,KUA,OK,47.96756111,29.21832778
3063,BAR,OL,35.55555556,33.76944444
3064,CAK,OL,35.6999,34.30050278
3065,KAD,OL,35.48598056,33.80741667
3066,ADV,OM,54.67324444,24.41896389
3067,ALB,OM,54.44630556,24.43869444
3068,ALN,OM,55.60636111,24.25975
3069,FJV,OM,56.35455556,25.10072222
3070,JXB,OM,55.19066667,24.88033333
3071,MIN,OM,55.395,25.02666667
3072,RAV,OM,55.94631944,25.58845278
3073,HAI,OO,56.28078333,19.97036389
3074,IZK,OO,57.76186944,22.8885
3075,MCT,OO,58.26012222,23.59123611
3076,MRH,OO,58.89616667,20.67433333
3077,SLL,OO,54.115825,17.04982222
3078,SUR,OO,59.49158333,22.54663889
3079,BTR,OP,72.85606667,33.54431667
3080,DI,OP,70.88567222,31.91263889
3081,JI,OP,61.79544722,25.063825
3082,KC,OP,67.18164167,24.91196111
3083,LA,OP,74.40001944,31.49972222
3084,MR,OP,66.94138889,24.89722222
3085,MT,OP,71.41622778,30.19404444
3086,NH,OP,68.38578889,26.21763611
3087,PG,OP,64.13696111,26.95283611
3088,PS,OP,71.51691944,33.97820556
3089,QT,OP,66.93601389,30.25776667
3090,RK,OP,70.27315278,28.36564722
3091,RN,OP,73.12593611,33.60594167
3092,SLT,OP,74.34339722,32.51859444
3093,ZB,OP,69.45990278,31.35593333
3094,ALI,OR,44.40905556,31.98608333
3095,BGD,OR,44.22527778,33.29194444
3096,BSR,OR,47.68669444,30.52563889
3097,ORB,OR,44.344725,36.53138333
3098,RAA,OR,42.44351111,33.78738889
3099,RER,OR,43.96636111,36.24313889
3100,SUL,OR,45.29002778,35.57955556
3101,ALE,OS,37.20937778,36.17968333
3102,DAM,OS,36.46862222,33.36488333
3103,DRZ,OS,40.15377778,35.29194444
3104,KML,OS,41.18513889,37.01666667
3105,KTN,OS,37.26420833,34.21328333
3106,LTK,OS,35.95185556,35.39723333
3107,TAN,OS,38.65406389,33.48238333
3108,ALD,OT,51.32586667,25.09276111
3109,DIA,OT,51.57718056,25.23364167
3110,DOH,OT,51.60966667,25.24990556
3111,HDH,OY,42.98641667,14.77280556
3112,KRA,OY,45.02361111,12.83116667
3113,RIN,OY,49.39147222,14.67091667
3114,SAA,OY,44.21961111,15.49988889
3115,SOC,OY,53.90595278,12.63886944
3116,TAZ,OY,44.13861111,13.69722222
3117,ADK,PA,-176.674275,51.871075
3118,AFE,PA,-133.91188889,56.96391667
3119,AIX,PA,-166.21476111,60.38515
3120,AKN,PA,-156.75234722,58.72471389
3121,AKW,PA,-133.07933333,55.56863889
3122,AMF,PA,-157.85879722,67.10460556
3123,ANN,PA,-131.5784,55.06040833
3124,ANV,PA,-160.185975,62.6414
3125,BET,PA,-161.82433056,60.78483611
3126,BGQ,PA,-149.96714444,61.56945556
3127,BIG,PA,-145.71715556,64.00438056
3128,BKA,PA,-135.55131111,56.85940833
3129,BRW,PA,-156.78811667,71.273425
3130,BTT,PA,-151.53588333,66.90500833
3131,BVK,PA,-161.14571389,65.97886111
3132,CDB,PA,-162.774,55.2673
3133,CZF,PA,-166.04343611,61.77601389
3134,DGG,PA,-162.90416944,68.03248611
3135,DLG,PA,-158.55221944,58.99423333
3136,DUT,PA,-166.54881389,53.90498333
3137,EAA,PA,-141.14064167,64.77778333
3138,EDF,PA,-149.76916667,61.255
3139,EHM,PA,-162.07374444,58.65602222
3140,EIL,PA,-147.093975,64.65379444
3141,ENA,PA,-151.19524167,60.61470278
3142,ENM,PA,-164.48753333,62.78458889
3143,ENN,PA,-149.07287222,64.59001111
3144,FAI,PA,-148.011975,64.80006944
3145,FYU,PA,-145.27665833,66.57425278
3146,GAL,PA,-156.77715,64.73813056
3147,GAM,PA,-171.73677778,63.781875
3148,GKN,PA,-145.44736389,62.15375278
3149,GLM,PA,-149.47671389,68.47039167
3150,HBT,PA,-160.51949722,55.31581944
3151,HOM,PA,-151.4566,59.70943056
3152,HPB,PA,-166.13448611,61.51434444
3153,HSL,PA,-156.36308611,65.707875
3154,ILI,PA,-154.91015,59.747525
3155,JOH,PA,-146.59933611,60.48095278
3156,KKA,PA,-161.15513333,64.93640833
3157,LUR,PA,-166.07600278,68.87125556
3158,LVD,PA,-133.08311389,56.46770833
3159,MCG,PA,-155.61138056,62.95103333
3160,MDO,PA,-146.35001389,59.42180556
3161,MOS,PA,-162.07126667,64.696525
3162,NUD,PA,-176.67411944,51.87130833
3163,ODK,PA,-152.33983889,57.77503611
3164,OLT,PA,-150.87870278,60.4753
3165,OME,PA,-165.253175,64.48510833
3166,OQK,PA,-162.972625,67.57011111
3167,ORT,PA,-141.91260833,62.9472
3168,OTZ,PA,-162.53993611,66.88568333
3169,OYN,PA,-165.43243611,64.51250556
3170,PDN,PA,-158.64756667,56.95428333
3171,SCC,PA,-148.41615833,70.19919722
3172,SPY,PA,-170.23305278,57.15680278
3173,SQA,PA,-155.63458056,61.09858056
3174,SRI,PA,-169.64820278,56.5722
3175,SSR,PA,-135.25886389,58.17766111
3176,SYA,PA,174.06207222,52.71827222
3177,TAL,PA,-152.17755,65.177125
3178,TED,PA,-149.96014167,61.16786667
3179,TKA,PA,-150.10525,62.29837778
3180,TNC,PA,-167.92480278,65.56173056
3181,TOG,PA,-160.37491944,59.06356667
3182,ULL,PA,-170.46990278,63.69233056
3183,UNK,PA,-160.684275,63.89194167
3184,UTO,PA,-153.69375833,65.99516111
3185,WLK,PA,-159.99082778,66.599475
3186,YAK,PA,-139.64812778,59.51083056
3187,UAM,PG,144.94658056,13.59121944
3188,UNZ,PG,144.73330556,13.45455556
3189,CKH,PH,-157.70298056,21.26511111
3190,HNL,PH,-157.93042222,21.30830833
3191,ITO,PH,-155.01094444,19.72136111
3192,KOA,PH,-156.04491944,19.71723889
3193,LIH,PH,-159.33811111,21.96527778
3194,LNY,PH,-156.96888889,20.7645
3195,MKK,PH,-157.16741667,21.13811111
3196,MUE,PH,-155.66986111,19.99805556
3197,NBS,PH,-159.78519444,22.03763611
3198,NGF,PH,-157.75676111,21.456175
3199,OGG,PH,-156.42096389,20.90645
3200,SOK,PH,-159.52887222,21.90039167
3201,UPP,PH,-155.84326667,20.20054167
3202,MAJ,PK,171.26883611,7.06535833
3203,PNI,PT,158.20211667,6.98348056
3204,ROR,PT,134.55027778,7.36869722
3205,TKK,PT,151.84052778,7.45711111
3206,UKS,PT,162.95675,5.35318889
3207,YP,PT,138.08806667,9.49962222
3208,AWK,PW,166.62733333,19.28658056
3209,APU,RC,121.52225,25.17686111
3210,CCK,RC,120.61786111,24.26263889
3211,CHI,RC,120.38540278,23.462625
3212,DCP,RC,120.42725,22.67138889
3213,GID,RC,121.48597222,22.67236111
3214,HCN,RC,120.84358333,21.92777778
3215,HLG,RC,120.72716667,24.55980556
3216,HLN,RC,121.64033333,24.0185
3217,HSU,RC,120.9375,24.82166667
3218,JBT,RC,121.09436111,22.70902778
3219,KIN,RC,118.34883333,24.42572222
3220,KTG,RC,120.73058333,22.04377778
3221,LYU,RC,121.50794444,22.07677778
3222,MFNN,RC,121.093,22.75302778
3223,MKG,RC,119.63727778,23.59544444
3224,MTS,RC,119.96861111,26.20111111
3225,NKN,RC,119.95722222,26.15955556
3226,NNN,RC,120.20630556,23.13533333
3227,PIT,RC,120.46031944,22.67072778
3228,PKN,RC,119.99988889,26.22427778
3229,TCK,RC,120.61875,24.25361111
3230,TNN,RC,120.20619444,23.13530556
3231,TSI,RC,121.56519444,25.0675
3232,TTG,RC,121.18555556,22.80361111
3233,TWS,RC,120.205,22.95
3234,TYN,RC,121.24466667,25.0625
3235,AHT,RJ,130.64986667,33.88742778
3236,AJD,RJ,134.71294167,34.27030278
3237,AKE,RJ,130.16096667,32.48023611
3238,AKT,RJ,136.67516667,34.52852778
3239,AWE,RJ,142.45684722,43.66726389
3240,CBE,RJ,136.80316944,34.85800556
3241,CHE,RJ,141.68616667,42.69990278
3242,CME,RJ,136.91719167,35.26933611
3243,CUE,RJ,135.82600278,35.01704722
3244,CVT,RJ,140.79991111,35.72668333
3245,DGC,RJ,130.38962778,33.67620833
3246,FKE,RJ,140.43708611,37.22430556
3247,FMT,RJ,131.54583333,34.03833333
3248,FUE,RJ,128.82673611,32.66860556
3249,GBD,RJ,135.10617778,33.91009722
3250,GFT,RJ,136.85861111,35.39138889
3251,GOT,RJ,140.34956111,36.74485278
3252,GTC,RJ,139.11488611,37.95829444
3253,HCE,RJ,139.78848333,33.11435
3254,HGE,RJ,132.92396944,34.433775
3255,HKC,RJ,130.58294167,31.69722222
3256,HKE,RJ,140.37161389,35.81416667
3257,HME,RJ,139.76115,35.56231667
3258,HPE,RJ,141.1335,39.43335833
3259,HUC,RJ,140.41372778,36.18700556
3260,HVT,RJ,141.47,40.55583333
3261,HWE,RJ,140.83221667,41.77403056
3262,HYD,RJ,139.58746389,35.25558889
3263,IJT,RJ,141.31583333,24.78472222
3264,IKE,RJ,129.77685278,33.74751111
3265,IME,RJ,131.77988056,34.67624444
3266,ITE,RJ,135.40366111,34.80548333
3267,IWT,RJ,132.14730833,34.0799
3268,IXE,RJ,140.97568611,37.14886389
3269,JAT,RJ,130.83,31.36277778
3270,JBT,RJ,129.93222222,32.92583333
3271,JDT,RJ,139.87555556,36.51694444
3272,JET,RJ,133.09479722,35.53122222
3273,KBE,RJ,130.84210278,31.64388056
3274,KCC,RJ,136.914925,35.26526667
3275,KCE,RJ,135.22845833,34.63099444
3276,KEC,RJ,135.79449444,33.44774167
3277,KGE,RJ,130.72610278,31.79754167
3278,KJT,RJ,134.62555556,34.00416667
3279,KMC,RJ,136.40425278,36.39646944
3280,KNE,RJ,135.25178333,34.43008611
3281,KRE,RJ,133.68015833,33.54178333
3282,KSE,RJ,144.20411389,43.03380278
3283,KTE,RJ,134.02259167,34.21249722
3284,KUE,RJ,130.84151389,32.83480278
3285,KZT,RJ,139.90449722,35.39705556
3286,LHT,RJ,137.71,34.74722222
3287,MBE,RJ,137.91981667,36.155975
3288,MIS,RJ,141.38113056,40.70378333
3289,MIT,RJ,131.13805556,34.77166667
3290,MKE,RJ,141.95563056,42.55500556
3291,MLT,RJ,153.98361111,24.29527778
3292,MME,RJ,139.36343333,34.78423333
3293,MOE,RJ,139.56128889,34.07104167
3294,MQE,RJ,141.95106667,39.86563889
3295,MRE,RJ,140.70533333,40.73879167
3296,MVE,RJ,143.39509167,44.30526667
3297,MXT,RJ,141.22555556,38.40388889
3298,MYE,RJ,132.69222222,33.83010278
3299,MZE,RJ,131.43746667,31.87872778
3300,NEU,RJ,132.24550278,34.15840833
3301,NHT,RJ,131.45361111,32.08027778
3302,NJA,RJ,139.45388889,35.44555556
3303,NJT,RJ,139.27178611,34.347775
3304,NKE,RJ,135.35941389,33.66126389
3305,NRE,RJ,140.36253611,35.78234444
3306,NSE,RJ,144.95050278,43.57736111
3307,NTE,RJ,136.96291111,37.28996111
3308,OBE,RJ,143.22045278,42.73396389
3309,OCT,RJ,131.04972222,34.04416667
3310,ODE,RJ,140.36185556,40.19834167
3311,OIE,RJ,133.32282222,36.17674167
3312,OJT,RJ,140.37142778,35.18413611
3313,OKT,RJ,134.01507222,34.67128056
3314,OLE,RJ,129.91798056,32.90524722
3315,OMT,RJ,141.13583333,41.23083333
3316,ORE,RJ,139.44340278,42.07030278
3317,OSE,RJ,139.36485,34.78774167
3318,OYE,RJ,133.83505556,34.75038333
3319,PQD,RJ,139.89532222,34.94622778
3320,RSE,RJ,141.18676667,45.24566111
3321,SDE,RJ,140.92148333,38.13857222
3322,SGE,RJ,130.29289722,33.14861944
3323,SHT,RJ,140.01,35.80194444
3324,SND,RJ,139.98145278,35.934825
3325,SPE,RJ,141.30238333,43.17464167
3326,STD,RJ,134.27421389,34.51236389
3327,SUC,RJ,132.99664722,32.75596944
3328,SWE,RJ,131.0294,33.85661667
3329,SYE,RJ,139.83917222,36.010925
3330,SZE,RJ,138.19319722,34.79684167
3331,TBE,RJ,144.16618333,43.88490833
3332,TET,RJ,139.83805556,34.97083333
3333,TFE,RJ,131.72875556,33.48971389
3334,TGE,RJ,130.99153333,30.60215556
3335,THE,RJ,134.79136667,35.51813889
3336,TKE,RJ,128.88221667,27.82477778
3337,TLD,RJ,140.20575556,36.02099444
