00C,-107.86919403076172,37.20317840576172
00CA,-116.88459777832031,35.35539245605469
00E,-111.64125061035156,33.49421310424805
00F,-105.45713806152344,45.4704704284668
00FD,-82.34537506103516,28.846651077270508
00FL,-80.96923065185547,27.230880737304688
00HI,-155.98141479492188,19.83247947692871
00I,-82.73128509521484,40.294654846191406
00II,-87.12281036376953,41.64448165893555
00IL,-89.56080627441406,41.9776725769043
00IS,-89.11874389648438,40.030006408691406
00K,-89.80844116210938,38.18199157714844
00KS,-94.93017578125,38.72818374633789
00M,-89.23533630371094,31.953750610351562
00MI,-86.416748046875,43.94944763183594
00MN,-95.70135498046875,46.305908203125
00N,-75.18441772460938,39.473026275634766
00N,-75.18367767333984,39.472965240478516
00NC,-78.37150573730469,36.08491516113281
00NJ,-74.47459411621094,40.52093505859375
00OI,-84.18743896484375,39.745338439941406
00OR,-123.13037872314453,44.93289566040039
00R,-95.01791381835938,30.685861587524414
00S,-122.08708190917969,44.181312561035156
00S,-122.08555603027344,44.181556701660156
00TA,-97.30583190917969,32.82694625854492
00TS,-97.24165344238281,32.60785675048828
00TX,-95.67313385009766,32.54445266723633
00U,-107.66044616699219,45.744388580322266
00UT,-112.8210220336914,37.248531341552734
00VA,-76.04296875,36.7479248046875
00W,-117.4416732788086,46.672420501708984
00W,-117.44166564941406,46.67274856567383
00X,-80.33894348144531,25.812875747680664
00XS,-101.93377685546875,33.03342819213867
00Y,-96.45144653320312,45.55052185058594
01A,-152.2708740234375,62.94045639038086
01A,-152.2696075439453,62.94075393676758
01C,-85.7750473022461,43.34169006347656
01CA,-117.37004852294922,34.36861038208008
01CO,-106.24585723876953,39.24526596069336
01FD,-81.37062072753906,28.666385650634766
01FL,-81.1595230102539,28.781124114990234
01G,-78.0521469116211,42.74134826660156
01G,-78.05213928222656,42.74135971069336
01GA,-84.97909545898438,32.47930908203125
01H,-89.14452362060547,39.643096923828125
01I,-82.78184509277344,40.162559509277344
01ID,-112.03246307373047,42.60824966430664
01II,-86.50666809082031,39.88504409790039
01IL,-87.65946960449219,40.458648681640625
01J,-81.90737915039062,30.685810089111328
01J,-81.90634155273438,30.68596649169922
01K,-97.58555603027344,37.0366096496582
01K,-97.58496856689453,37.036407470703125
01KS,-97.00334930419922,38.540565490722656
01LA,-91.77377319335938,32.639610290527344
01LL,-89.4638900756836,38.125831604003906
01M,-88.20121002197266,34.491817474365234
01MA,-71.18006896972656,42.625091552734375
01MI,-83.67967987060547,43.04947280883789
01MN,-92.55738830566406,47.899635314941406
01MO,-90.48428344726562,38.641719818115234
01MT,-114.88217163085938,48.79204177856445
01NC,-77.57929992675781,34.475303649902344
01NE,-100.65264129638672,40.8436164855957
01NJ,-74.1370849609375,40.74176788330078
01NK,-73.26802825927734,43.422943115234375
01NY,-73.9363021850586,41.69140625
01OH,-84.31391906738281,39.49747085571289
01OH,-83.14797973632812,41.282833099365234
01OI,-82.80156707763672,40.730613708496094
01OK,-98.63658142089844,35.29449462890625
01OR,-121.04536437988281,43.12006378173828
01PA,-80.05088806152344,40.65562057495117
01PN,-77.7388916015625,40.93061828613281
01TA,-95.50438690185547,29.840503692626953
01TS,-97.324462890625,32.72846603393555
01TX,-100.11428833007812,29.461483001708984
01TX,-96.87750244140625,32.38764190673828
01U,-115.6346664428711,38.853248596191406
01U,-115.6339111328125,38.85338592529297
01W,-75.59187316894531,37.99067687988281
01WA,-123.81210327148438,46.66315460205078
01WI,-90.38916778564453,44.0099983215332
01X,-80.2114028930664,25.792837142944336
01XS,-95.74542999267578,32.019935607910156
02A,-86.61143493652344,32.85048294067383
02AK,-150.09750366210938,61.877166748046875
02C,-88.179443359375,43.089637756347656
02C,-88.17816162109375,43.0902214050293
02CA,-118.12895202636719,33.582523345947266
02CL,-119.06303405761719,34.76011276245117
02CO,-106.04669189453125,37.64335632324219
02E,-111.8415298461914,33.43421173095703
02FA,-81.87480163574219,28.52666664123535
02FD,-85.67854309082031,30.785188674926758
02FL,-82.6817626953125,27.739194869995117
02G,-80.64141845703125,40.67330551147461
02GA,-83.42904663085938,34.202606201171875
02II,-86.2105484008789,40.062259674072266
02IL,-89.98594665527344,40.796424865722656
02IS,-87.95701599121094,42.2750244140625
02K,-90.52012634277344,38.69664001464844
02KS,-96.05526733398438,39.22222137451172
02L,-120.26638793945312,36.425209045410156
02LA,-93.6601791381836,32.5312614440918
02MA,-70.9269790649414,41.419551849365234
02MI,-83.67716217041016,42.5350341796875
02MO,-91.0290298461914,39.04595947265625
02MO,-91.0282211303711,39.046260833740234
02NC,-81.64472198486328,35.177223205566406
02ND,-98.52373504638672,48.8083381652832
02NE,-96.90167999267578,41.070579528808594
02NJ,-74.46709442138672,40.55732727050781
02NY,-75.65545654296875,43.132568359375
02OH,-83.083251953125,41.376441955566406
02OI,-80.56535339355469,41.801998138427734
02OK,-97.52531433105469,35.45839309692383
02OR,-121.31646728515625,45.68151092529297
02PA,-79.76893615722656,40.46312713623047
02PN,-75.45519256591797,40.06955337524414
02Q,-122.08857727050781,37.63326644897461
02T,-112.98049926757812,45.77000045776367
02T,-112.98046875,45.77002716064453
02TA,-95.87384796142578,28.72137451171875
02TS,-97.3700180053711,32.74763107299805
02TX,-97.40029907226562,32.233482360839844
02V,-104.58108520507812,39.34443283081055
02VA,-77.85934448242188,38.4356689453125
02W,-78.92507934570312,35.74100875854492
02WA,-122.09400177001953,47.15232467651367
02WI,-92.65576171875,45.03190994262695
02X,-80.15222930908203,25.873367309570312
02XS,-97.66278076171875,30.14771270751953
02Y,-96.19195556640625,48.683311462402344
03A,-81.8984375,34.62512969970703
03AZ,-110.08819580078125,31.4334716796875
03B,-92.62161254882812,37.12677764892578
03CA,-117.005859375,32.7797737121582
03CO,-104.74375915527344,40.21042251586914
03D,-92.22694396972656,40.44725036621094
03FD,-85.73104858398438,30.828798294067383
03FL,-80.18659973144531,26.683719635009766
03I,-83.01712036132812,39.64389419555664
03II,-87.7780532836914,37.96273422241211
03IL,-87.81671142578125,41.402252197265625
03IS,-90.1734390258789,38.90504837036133
03K,-89.63760375976562,39.83755111694336
03KS,-95.26414489746094,39.864776611328125
03KY,-87.54139709472656,37.791709899902344
03LA,-91.12788391113281,30.19964027404785
03LL,-88.29143524169922,39.341148376464844
03M,-69.8918685913086,44.31194305419922
03MA,-72.55203247070312,42.39314270019531
03MI,-83.86219787597656,43.55085754394531
03MO,-93.13157653808594,37.88447952270508
03N,169.85154724121094,11.22227954864502
03NC,-77.90575408935547,34.10449981689453
03ND,-97.8289794921875,48.626380920410156
03NE,-99.33120727539062,41.54639434814453
03NJ,-74.41070556640625,40.6687126159668
03NY,-72.71804809570312,40.95891571044922
03OH,-83.01741790771484,41.41838455200195
03OI,-81.59984588623047,41.4208869934082
03OK,-96.16139221191406,36.04119873046875
03OR,-117.48408508300781,45.8530387878418
03PA,-75.46574401855469,40.16288375854492
